NAME,MEANING
vaporize,turn into vapor (steam, gas, fog, etc )
variegated,many-colored
vassal,in feudalism, one who held land of a superior lord
vaunted,boasted; bragged; highly publicized
veer,change in direction
vegetate,live in a monotonous way
vehement,forceful; intensely emotional; with marked vigor
venal,capable of being bribed
vendetta,blood feud
veneer,thin layer; cover
venerable,deserving high respect
venial,forgivable; trivial
venison,the meat of a deer
venom,poison; hatred
vent,express; utter
ventriloquist,someone who can make his or her voice seem to come from another person or thing
venture,risk; dare; undertake a risk
verbalize,put into words
verbatim,word for word
verbiage,pompous array of words
verdant,green; (lush in vegetation)
verdigris,green coating on copper which has been exposed to the weather
verge,border; edge
verisimilar,probable or likely; having the appearance of truth
verisimilitude,appearance of truth; likelihood
veritable,actual; being truly so; not false or imaginary
verity,quality of being true; lasting truth or principle
vernacular,living language; natural style
vernal,pertaining to spring
versatile,having many talents; capable of working in many fields
vertigo,severe dizziness
verve,enthusiasm; liveliness
vestige,trace; remains
vex,annoy; distress
vicarious,acting as a substitute; done by a deputy
vicissitude,change of fortune
vie,contend; compete
vigilant,watchfully awake; alert to spot danger
vigor,active strength
vignette,picture; short literary sketch
vindicate,clear from blame; exonerate; justify or support
vindictive,out for revenge; malicious
vintner,winemaker; seller of wine
viper,poisonous snake
virtual,in essence; for practical purposes
virtue,goodness; moral excellence; good quality
virtuoso,highly skilled artist
virulent,extremely poisonous; hostile; bitter
virus,disease communicator
visage,face; appearance
visceral,felt in one’s inner organs
viscid,adhesive; gluey
vise,tool for holding work in place
visionary,produced by imagination; fanciful; mystical
vital,vibrant and lively; critical; living, breathing
vitiate,spoil the effect of; make inoperative
vitreous,pertaining to or resembling glass
vitriolic,corrosive; sarcastic
vivacious,lively or animated; sprightly
vivisection,act of dissecting living animals
vixen,female fox; ill-tempered woman
vociferous,clamorous; noisy
vogue,popular fashion
volition,act of making a conscious choice
voluble,fluent; glib; talkative
voluminous,bulky; large
vortex,whirlwind; whirlpool; center of turbulence; predicament into which one is inexorably plunged
vouchsafe,grant condescendingly; guarantee
voyeur,Peeping Tom
vulnerable,susceptible to wounds
vulpine,like a fox; crafty
waffle,speak equivocally about an issue
waft,moved gently by wind or waves
waggish,mischievous; humorous; tricky
waif,homeless child or animal
waive,give up temporarily; yield
wake,trail of ship or other object through water; path of something that has gone before
wallow,roll in; indulge in; become helpless
wan,having a pale or sickly color; pallid
wanderlust,strong longing to travel
wane,decrease in size or strength; draw gradually to an end
wangle,wiggle out; fake
wanton,unrestrained; willfully malicious; unchaste
warble,sing; babble
warranty,guarantee; assurance by seller
warren,tunnels in which rabbits live; crowded conditions in which people live
wax,increase; grow
waylay,ambush; lie in wait
wean,accustom a baby not to nurse; give up a cherished activity
weather,endure the effects of weather or other forces
welt,mark from a beating or whipping
wheedle,cajole; coax; deceive by flattery
whelp,young wolf, dog, tiger, etc
whet,sharpen; stimulate
whiff,puff or gust (of air, scent, etc); hint
whinny,neigh like a horse
whit,smallest speck
whittle,pare; cut off bits
whorl,ring of leaves around stem; ring
willful,intentional; headstrong
wily,cunning; artful
wince,shrink back; flinch
windfall,fallen fruit; unexpected lucky event
winnow,sift; separate good parts from bad
winsome,agreeable; gracious; engaging
wispy,thin; slight; barely discernible
wistful,vaguely longing; sadly pensive
withdrawn,introverted; remote
wither,shrivel; decay
withhold,refuse to give; hold back
withstand,stand up against; successfully resist
witless,foolish; idiotic
witticism,witty saying; wisecrack
wizardry,sorcery; magic
wizened,withered; shriveled
woe,deep, inconsolable grief; affliction; suffering
wont,custom; habitual procedure
worldly,engrossed in matters of this earth; not spiritual
wrangle,quarrel; obtain through arguing; herd cattle
wrath,anger; fury
wrench,pull; strain; twist
wrest,pull away; take by violence
writ,written command issued by a court
writhe,twist in coils\t; contort in pain
wry,twisted; with a humorous twist
xenophobia,fear or hatred of foreigners
yen,longing; urge
yeoman,man owning small estate; middle-class farmer
yield,give in; surrender
yoke,join together; unite
yokel,country bumpkin
yore,time past
zany,crazy; comic
zeal,eager enthusiasm
zenith,point directly overhead in the sky; summit
zephyr,gentle breeze; west wind
